Particle_ID,Time (s),X (m),Y (m),Z (m),Vx (m/s),Vy (m/s),Vz (m/s)
1,0.04100000000000003,3.659803189878351e-06,9.476602135465425e-07,-4.908787164634762e-07,6.5729557780483655e-06,-4.12276438714941e-05,-9.444365944550462e-05
1,0.04300000000000003,3.659681474756864e-06,1.0100667665093353e-06,-4.945894288758319e-07,-1.217151214866911e-07,6.240655296279269e-05,-3.710712412355667e-06
1,0.04500000000000003,3.6066845589698834e-06,1.0387314229718244e-06,-4.692061497762921e-07,-5.2996915786980624e-05,2.866465646248896e-05,2.5383279099539857e-05
1,0.047000000000000035,3.6647005273426186e-06,1.0361325247909881e-06,-4.5921876121721346e-07,5.8015968372735175e-05,-2.5988981808361947e-06,9.987388559078622e-06
1,0.04900000000000004,3.6293559307766538e-06,1.0594592178460844e-06,-5.343739667557458e-07,-3.534459656596484e-05,2.3326693055096243e-05,-7.515520553853236e-05
1,0.05100000000000004,3.656417063838392e-06,1.065095968170067e-06,-5.388652886394487e-07,2.7061133061738057e-05,5.636750323982593e-06,-4.491321883702843e-06
1,0.05300000000000004,3.6710380085524737e-06,1.0932013677596322e-06,-4.961267203347677e-07,1.4620944714081661e-05,2.8105399589565168e-05,4.273856830468104e-05
1,0.05500000000000004,3.7004114600797903e-06,1.1191660950260121e-06,-5.240748952161337e-07,2.9373451527316413e-05,2.5964727266379915e-05,-2.7948174881365988e-05
1,0.057000000000000044,3.6773014800110057e-06,1.0854210934438787e-06,-5.560835429718467e-07,-2.3109980068784502e-05,-3.374500158213332e-05,-3.200864775571305e-05
1,0.059000000000000045,3.6539665116213836e-06,1.1222487828245541e-06,-5.484583810572563e-07,-2.3334968389622113e-05,3.682768938067535e-05,7.625161914590396e-06
